"Rango","cvegeo","Municipio o Demarcación territorial","Entidad","Valor"
"2","30181","Tlalixcoyan","Veracruz de Ignacio de la Llave","1124"
"1","20553","Tlalixtac de Cabrera","Oaxaca","181"
"1","12065","Tlalixtaquilla de Maldonado","Guerrero","449"
"1","15103","Tlalmanalco","México","67"
"1","30182","Tlalnelhuayocan","Veracruz de Ignacio de la Llave","30"
"1","15104","Tlalnepantla de Baz","México","316"
"1","17023","Tlalnepantla","Morelos","687"
"4","09012","Tlalpan","Ciudad de México","8373"
"1","16093","Tlalpujahua","Michoacán de Ocampo","654"
"1","32048","Tlaltenango de Sánchez Román","Zacatecas","79"
"1","21181","Tlaltenango","Puebla","26"
"1","30024","Tlaltetela","Veracruz de Ignacio de la Llave","55"
"1","17024","Tlaltizapán de Zapata","Morelos","423"
"1","13072","Tlanalapa","Hidalgo","44"
"1","13073","Tlanchinol","Hidalgo","184"
"1","21182","Tlanepantla","Puebla","84"
"1","21183","Tlaola","Puebla","302"
"2","12066","Tlapa de Comonfort","Guerrero","2015"
"1","21184","Tlapacoya","Puebla","116"
"1","30183","Tlapacoyan","Veracruz de Ignacio de la Llave","439"
"1","21185","Tlapanalá","Puebla","55"
"2","12067","Tlapehuala","Guerrero","697"
"1","30184","Tlaquilpa","Veracruz de Ignacio de la Llave","216"
"1","17025","Tlaquiltenango","Morelos","287"
"1","21186","Tlatlauquitepec","Puebla","233"
"1","15105","Tlatlaya","México","692"
"1","29033","Tlaxcala","Tlaxcala","82"
"1","21187","Tlaxco","Puebla","215"
"1","29034","Tlaxco","Tlaxcala","117"
"1","13074","Tlaxcoapan","Hidalgo","39"
"1","17026","Tlayacapan","Morelos","598"
"1","16094","Tlazazalca","Michoacán de Ocampo","9"
"1","30185","Tlilapan","Veracruz de Ignacio de la Llave","60"
"3","09011","Tláhuac","Ciudad de México","2291"
"1","29035","Tocatlán","Tlaxcala","6"
"1","21188","Tochimilco","Puebla","122"
"1","21189","Tochtepec","Puebla","309"
"1","16095","Tocumbo","Michoacán de Ocampo","74"
"1","13075","Tolcayuca","Hidalgo","25"
"1","14099","Tolimán","Jalisco","90"
"1","22018","Tolimán","Querétaro","508"
"3","15106","Toluca","México","4528"
"1","14100","Tomatlán","Jalisco","234"
"1","30186","Tomatlán","Veracruz de Ignacio de la Llave","35"
"2","07097","Tonalá","Chiapas","1758"
"2","14101","Tonalá","Jalisco","875"
"1","15125","Tonanitla","México","171"
"1","15107","Tonatico","México","141"
"1","14102","Tonaya","Jalisco","5"
"1","30187","Tonayán","Veracruz de Ignacio de la Llave","40"
"1","14103","Tonila","Jalisco","6"
"1","10037","Topia","Durango","17"
"1","05035","Torreón","Coahuila de Zaragoza","469"
"1","14104","Totatiche","Jalisco","16"
"1","29036","Totolac","Tlaxcala","38"
"1","07098","Totolapa","Chiapas","35"
"2","17027","Totolapan","Morelos","1189"
"1","21190","Totoltepec de Guerrero","Puebla","30"
"1","20554","Totontepec Villa de Morelos","Oaxaca","19"
"1","14105","Tototlán","Jalisco","50"
"1","30188","Totutla","Veracruz de Ignacio de la Llave","101"
"1","32057","Trancoso","Zacatecas","149"
"2","30207","Tres Valles","Veracruz de Ignacio de la Llave","2145"
"1","26064","Trincheras","Sonora","7"
"1","32011","Trinidad García de la Cadena","Zacatecas","2"
"1","20555","Trinidad Zaachila","Oaxaca","152"
"1","26065","Tubutama","Sonora","9"
"2","13076","Tula de Allende","Hidalgo","859"
"2","28039","Tula","Tamaulipas","1341"
"2","13077","Tulancingo de Bravo","Hidalgo","1206"
"1","21191","Tulcingo","Puebla","374"
"1","15108","Tultepec","México","60"
"1","15109","Tultitlán","México","468"
"1","23009","Tulum","Quintana Roo","427"
"2","07100","Tumbalá","Chiapas","1404"
"1","16096","Tumbiscatío","Michoacán de Ocampo","44"
"1","31097","Tunkás","Yucatán","7"
"1","16097","Turicato","Michoacán de Ocampo","355"
"1","14106","Tuxcacuesco","Jalisco","6"
"1","14107","Tuxcueca","Jalisco","12"
"1","14108","Tuxpan","Jalisco","28"
"1","16098","Tuxpan","Michoacán de Ocampo","306"
"1","18018","Tuxpan","Nayarit","322"
"4","30189","Tuxpan","Veracruz de Ignacio de la Llave","6632"
"1","30190","Tuxtilla","Veracruz de Ignacio de la Llave","126"
"3","07102","Tuxtla Chico","Chiapas","2694"
"4","07101","Tuxtla Gutiérrez","Chiapas","8759"
"1","21192","Tuzamapan de Galeana","Puebla","42"
"1","16099","Tuzantla","Michoacán de Ocampo","159"
"2","07103","Tuzantán","Chiapas","706"
"1","21193","Tzicatlacoyan","Puebla","138"
"1","07104","Tzimol","Chiapas","364"
"1","16100","Tzintzuntzan","Michoacán de Ocampo","182"
"1","16101","Tzitzio","Michoacán de Ocampo","160"
"1","29038","Tzompantepec","Tlaxcala","175"
"1","31098","Tzucacab","Yucatán","73"
"2","12057","Técpan de Galeana","Guerrero","1198"
"1","31099","Uayma","Yucatán","4"
"1","31100","Ucú","Yucatán","62"
"1","31101","Umán","Yucatán","104"
"1","20557","Unión Hidalgo","Oaxaca","30"
"1","07105","Unión Juárez","Chiapas","43"
"1","14109","Unión de San Antonio","Jalisco","152"
"1","14110","Unión de Tula","Jalisco","24"
"1","26066","Ures","Sonora","20"
"1","11041","Uriangato","Guanajuato","175"
"2","08065","Urique","Chihuahua","717"
"1","30191","Ursulo Galván","Veracruz de Ignacio de la Llave","30"
"1","08066","Uruachi","Chihuahua","246"
"2","16102","Uruapan","Michoacán de Ocampo","1680"
"1","30210","Uxpanapa","Veracruz de Ignacio de la Llave","590"
"1","20558","Valerio Trujano","Oaxaca","14"
"1","31102","Valladolid","Yucatán","277"
"1","28040","Valle Hermoso","Tamaulipas","363"
"1","15110","Valle de Bravo","México","321"
"2","15122","Valle de Chalco Solidaridad","México","1793"
"1","14111","Valle de Guadalupe","Jalisco","18"
"1","14112","Valle de Juárez","Jalisco","9"
"1","11042","Valle de Santiago","Guanajuato","606"
"1","08067","Valle de Zaragoza","Chihuahua","19"
"1","19050","Vallecillo","Nuevo León","18"
"1","32049","Valparaíso","Zacatecas","442"
"1","24044","Vanegas","San Luis Potosí","385"
"1","30192","Vega de Alatorre","Veracruz de Ignacio de la Llave","94"
"1","24045","Venado","San Luis Potosí","466"
"1","09017","Venustiano Carranza","Ciudad de México","75"
"2","07106","Venustiano Carranza","Chiapas","858"
"1","16103","Venustiano Carranza","Michoacán de Ocampo","44"
"2","21194","Venustiano Carranza","Puebla","1943"
"2","30193","Veracruz","Veracruz de Ignacio de la Llave","1229"
"1","32050","Vetagrande","Zacatecas","55"
"1","10038","Vicente Guerrero","Durango","25"
"2","21195","Vicente Guerrero","Puebla","1189"
"1","11043","Victoria","Guanajuato","634"
"2","28041","Victoria","Tamaulipas","1814"
"1","05036","Viesca","Coahuila de Zaragoza","537"
"1","30194","Villa Aldama","Veracruz de Ignacio de la Llave","77"
"2","07071","Villa Comaltitlán","Chiapas","1020"
"1","14114","Villa Corona","Jalisco","15"
"2","07107","Villa Corzo","Chiapas","1274"
"1","20560","Villa Díaz Ordaz","Oaxaca","33"
"1","32052","Villa García","Zacatecas","116"
"1","32053","Villa González Ortega","Zacatecas","94"
"1","14115","Villa Guerrero","Jalisco","98"
"1","15113","Villa Guerrero","México","608"
"1","14116","Villa Hidalgo","Jalisco","55"
"1","20038","Villa Hidalgo","Oaxaca","10"
"1","24051","Villa Hidalgo","San Luis Potosí","472"
"1","26067","Villa Hidalgo","Sonora","8"
"1","32054","Villa Hidalgo","Zacatecas","101"
"1","24052","Villa Juárez","San Luis Potosí","197"
"1","26068","Villa Pesqueira","Sonora","11"
"1","14068","Villa Purificación","Jalisco","23"
"1","20277","Villa Sola de Vega","Oaxaca","186"
"1","20280","Villa Talea de Castro","Oaxaca","2"
"1","20486","Villa Tejúpam de la Unión","Oaxaca","38"
"1","05037","Villa Unión","Coahuila de Zaragoza","24"
"3","15114","Villa Victoria","México","4024"
"2","15111","Villa de Allende","México","1082"
"1","24056","Villa de Arista","San Luis Potosí","210"
"1","24046","Villa de Arriaga","San Luis Potosí","486"
"1","20405","Villa de Chilapa de Díaz","Oaxaca","7"
"1","32051","Villa de Cos","Zacatecas","84"
"1","20338","Villa de Etla","Oaxaca","325"
"2","24047","Villa de Guadalupe","San Luis Potosí","788"
"2","24049","Villa de Ramos","San Luis Potosí","1055"
"1","24050","Villa de Reyes","San Luis Potosí","508"
"1","20459","Villa de Santiago Chazumba","Oaxaca","186"
"1","20540","Villa de Tamazulápam del Progreso","Oaxaca","51"
"1","13066","Villa de Tezontepec","Hidalgo","23"
"2","20334","Villa de Tututepec","Oaxaca","1135"
"3","20565","Villa de Zaachila","Oaxaca","4203"
"1","24048","Villa de la Paz","San Luis Potosí","27"
"1","06010","Villa de Álvarez","Colima","105"
"1","15112","Villa del Carbón","México","506"
"3","07108","Villaflores","Chiapas","2569"
"1","11044","Villagrán","Guanajuato","247"
"1","28042","Villagrán","Tamaulipas","36"
"1","19051","Villaldama","Nuevo León","23"
"1","16104","Villamar","Michoacán de Ocampo","38"
"1","32055","Villanueva","Zacatecas","114"
"1","16105","Vista Hermosa","Michoacán de Ocampo","92"
"2","30087","Xalapa","Veracruz de Ignacio de la Llave","1590"
"1","15043","Xalatlaco","México","215"
"1","18008","Xalisco","Nayarit","193"
"1","29039","Xaloztoc","Tlaxcala","44"
"2","12069","Xalpatláhuac","Guerrero","1257"
"1","29040","Xaltocan","Tlaxcala","36"
"1","21196","Xayacatlán de Bravo","Puebla","27"
"1","11045","Xichú","Guanajuato","519"
"1","30092","Xico","Veracruz de Ignacio de la Llave","49"
"1","29042","Xicohtzinco","Tlaxcala","12"
"2","21197","Xicotepec","Puebla","1876"
"1","21198","Xicotlán","Puebla","215"
"1","28043","Xicoténcatl","Tamaulipas","175"
"3","24054","Xilitla","San Luis Potosí","4272"
"1","21199","Xiutetelco","Puebla","119"
"1","31103","Xocchel","Yucatán","2"
"1","21200","Xochiapulco","Puebla","48"
"2","13078","Xochiatipan","Hidalgo","719"
"1","13079","Xochicoatlán","Hidalgo","62"
"1","12070","Xochihuehuetlán","Guerrero","194"
"1","21201","Xochiltepec","Puebla","6"
"4","09013","Xochimilco","Ciudad de México","9821"
"1","12071","Xochistlahuaca","Guerrero","430"
"1","17028","Xochitepec","Morelos","566"
"1","21203","Xochitlán Todos Santos","Puebla","99"
"1","21202","Xochitlán de Vicente Suárez","Puebla","302"
"1","15115","Xonacatlán","México","122"
"2","17035","Xoxocotla","Morelos","742"
"1","30195","Xoxocotla","Veracruz de Ignacio de la Llave","142"
"1","14118","Yahualica de González Gallo","Jalisco","152"
"2","13080","Yahualica","Hidalgo","1632"
"1","07109","Yajalón","Chiapas","605"
"1","30196","Yanga","Veracruz de Ignacio de la Llave","478"
"1","21204","Yaonáhuac","Puebla","27"
"1","29043","Yauhquemehcan","Tlaxcala","44"
"2","17029","Yautepec","Morelos","2208"
"1","31104","Yaxcabá","Yucatán","112"
"1","20561","Yaxe","Oaxaca","58"
"1","31105","Yaxkukul","Yucatán","14"
"2","17030","Yecapixtla","Morelos","1201"
"1","30197","Yecuatla","Veracruz de Ignacio de la Llave","71"
"1","21205","Yehualtepec","Puebla","598"
"1","31106","Yobaín","Yucatán","33"
"1","20563","Yogana","Oaxaca","16"
"1","11046","Yuriria","Guanajuato","282"
"1","16106","Yurécuaro","Michoacán de Ocampo","26"
"1","20564","Yutanduchi de Guerrero","Oaxaca","32"
"1","26069","Yécora","Sonora","96"
"1","21206","Zacapala","Puebla","173"
"1","21207","Zacapoaxtla","Puebla","479"
"1","16107","Zacapu","Michoacán de Ocampo","302"
"1","32056","Zacatecas","Zacatecas","469"
"1","29044","Zacatelco","Tlaxcala","72"
"1","17031","Zacatepec","Morelos","72"
"2","21208","Zacatlán","Puebla","766"
"1","15116","Zacazonapan","México","22"
"1","14119","Zacoalco de Torres","Jalisco","83"
"1","17032","Zacualpan de Amilpas","Morelos","89"
"1","15117","Zacualpan","México","640"
"1","30198","Zacualpan","Veracruz de Ignacio de la Llave","126"
"1","13081","Zacualtipán de Ángeles","Hidalgo","248"
"2","16108","Zamora","Michoacán de Ocampo","1017"
"2","14120","Zapopan","Jalisco","943"
"1","14121","Zapotiltic","Jalisco","64"
"1","20567","Zapotitlán Lagunas","Oaxaca","155"
"1","20568","Zapotitlán Palmas","Oaxaca","15"
"1","12072","Zapotitlán Tablas","Guerrero","213"
"1","21210","Zapotitlán de Méndez","Puebla","26"
"1","14122","Zapotitlán de Vadillo","Jalisco","38"
"1","21209","Zapotitlán","Puebla","170"
"1","14124","Zapotlanejo","Jalisco","291"
"1","13082","Zapotlán de Juárez","Hidalgo","238"
"1","14123","Zapotlán del Rey","Jalisco","35"
"1","14023","Zapotlán el Grande","Jalisco","161"
"1","05038","Zaragoza","Coahuila de Zaragoza","25"
"1","21211","Zaragoza","Puebla","24"
"1","24055","Zaragoza","San Luis Potosí","651"
"1","30199","Zaragoza","Veracruz de Ignacio de la Llave","278"
"1","21212","Zautla","Puebla","244"
"1","13083","Zempoala","Hidalgo","276"
"1","30200","Zentla","Veracruz de Ignacio de la Llave","73"
"3","12038","Zihuatanejo de Azueta","Guerrero","2449"
"1","21213","Zihuateutla","Puebla","232"
"1","29037","Ziltlaltépec de Trinidad Sánchez Santos","Tlaxcala","92"
"2","13084","Zimapán","Hidalgo","969"
"2","20570","Zimatlán de Álvarez","Oaxaca","788"
"2","15118","Zinacantepec","México","1036"
"3","07111","Zinacantán","Chiapas","2372"
"1","21214","Zinacatepec","Puebla","35"
"1","16110","Zinapécuaro","Michoacán de Ocampo","174"
"1","16109","Zináparo","Michoacán de Ocampo","13"
"1","16111","Ziracuaretiro","Michoacán de Ocampo","71"
"1","12073","Zirándaro","Guerrero","401"
"2","12074","Zitlala","Guerrero","1561"
"2","16112","Zitácuaro","Michoacán de Ocampo","1569"
"3","30201","Zongolica","Veracruz de Ignacio de la Llave","2721"
"1","21215","Zongozotla","Puebla","11"
"2","30202","Zontecomatlán de López y Fuentes","Veracruz de Ignacio de la Llave","914"
"1","21216","Zoquiapan","Puebla","16"
"1","21217","Zoquitlán","Puebla","293"
"2","30203","Zozocolco de Hidalgo","Veracruz de Ignacio de la Llave","998"
"1","15119","Zumpahuacán","México","297"
"2","15120","Zumpango","México","1210"
"4","30160","Álamo Temapache","Veracruz de Ignacio de la Llave","6254"
"1","26003","Álamos","Sonora","421"
"1","09010","Álvaro Obregón","Ciudad de México","417"
"1","16003","Álvaro Obregón","Michoacán de Ocampo","27"
"1","07008","Ángel Albino Corzo","Chiapas","172"
"1","20174","Ánimas Trujano","Oaxaca","54"
"1","26044","Ónavas","Sonora","0"
